"ESTUDIO";"REGISTRO";"CUES";"CCAA";"PROV";"MUN";"CAPITAL";"TAMUNI";"ENTREV";"TIPO_TEL";"SEXO";"EDAD";"P0";"P1";"P2";"P3";"ECOPER";"ECOESP";"P6_1";"P6_2";"P6_3";"P6_4";"P6_5";"P6_6";"P6_7";"P6_8";"P6_9";"P6_10";"P6_11";"P6_12";"PESPANNA1";"PESPANNA2";"PESPANNA3";"PPERSONAL1";"PPERSONAL2";"PPERSONAL3";"PREFPTE";"PROBVOTO";"INTENCIONG";"INTENCIONGALTER";"SIMPATIA";"ESCIDEOL";"LIDERESCONOCE_1";"LIDERESCONOCE_2";"LIDERESCONOCE_3";"LIDERESCONOCE_4";"VALORALIDERES_1";"VALORALIDERES_2";"VALORALIDERES_3";"VALORALIDERES_4";"CONOMINIS_1";"CONOMINIS_2";"CONOMINIS_3";"CONOMINIS_4";"CONOMINIS_5";"CONOMINIS_6";"CONOMINIS_7";"CONOMINIS_8";"CONOMINIS_9";"CONOMINIS_10";"CONOMINIS_11";"CONOMINIS_12";"CONOMINIS_13";"CONOMINIS_14";"CONOMINIS_15";"CONOMINIS_16";"CONOMINIS_17";"CONOMINIS_18";"CONOMINIS_19";"CONOMINIS_20";"CONOMINIS_21";"VALMINIS_1";"VALMINIS_2";"VALMINIS_3";"VALMINIS_4";"VALMINIS_5";"VALMINIS_6";"VALMINIS_7";"VALMINIS_8";"VALMINIS_9";"VALMINIS_10";"VALMINIS_11";"VALMINIS_12";"VALMINIS_13";"VALMINIS_14";"VALMINIS_15";"VALMINIS_16";"VALMINIS_17";"VALMINIS_18";"VALMINIS_19";"VALMINIS_20";"VALMINIS_21";"CONOEXMIN";"VALEXMIN";"CONONUMIN";"VALNUMIN";"CONFIANZAPTE";"CONFIANZAOPOSIC";"PARTICIPACIONG";"RECUVOTOG";"CERCANIA";"ESCUELA";"NIVELESTENTREV";"RELIGION";"PRACTICARELIG6";"ECIVIL";"SITLAB";"RELALAB";"CNO11";"INGRESHOG";"CLASESOCIAL";"SINCERIDAD";"IA_I501";"IA_I502";"IA_I503";"IA_I504";"IA_I505";"IA_I506";"IA_I507";"IA_I508";"IA_I509";"IA_I510";"IA_I511";"IA_I512";"IA_I513";"IA_I514";"IA_I515";"IA_I516";"IA_I517";"IA_I518";"IA_I519";"IA_I520";"IA_I521";"IA_I522";"IA_I523";"IA_I524";"IA_I525";"IA_I526";"IA_I528";"IA_I529";"IA_I530";"IA_I531";"IA_I532";"IA_I533";"IA_I534";"IA_I535";"IA_I536";"IA_I537";"IA_I538";"IA_I539";"IA_I540";"IA_I541";"IA_I542";"IA_I543";"IA_OBS1";"IA_OBS2";"IA_E1_DIA";"IA_E1_MES";"IA_E1_ANYO";"IA_E2";"IA_E3";"IA_E4";"IA_VALIDA";"IA_APLAZADA";"IA_MODIFICADA";"IA_SUPERVISADA";"IA_C2";"IA_C2A";"IA_C2B_1";"IA_C2B_2";"IA_C2B_3";"IA_C2B_4";"IA_C2B_5";"IA_C2B_6";"IA_C2B_7";"IA_C2B_8";"IA_C2B_9";"IA_C2B_10";"IA_C2B_11";"IA_C2B_12";"IA_C2B_13";"IA_C2B_14";"IA_C2B_15";"IA_C2B_16";"IA_C2B_17";"IA_C2B_18";"IA_C2B_19";"IA_C2B_20";"IA_C2B_21";"IA_C2B_22";"IA_C2B_23";"IA_C2B_24";"IA_C2B_25";"IA_C3";"IA_C4";"INTENCIONGR";"INTENCIONGALTERR";"VOTOSIMG";"RECUVOTOGR";"RECUERDO";"ESTUDIOS";"CNO11R";"CLASESUB";"PESO";"PESOCCAA"
3435;172;1;17;26;89;1;5;0;1;2;45;1;2;2;1;2;3;1;1;2;1;1;1;1;1;1;2;1;2;8;13;1;8;51;16;1;10;1;21;0;3;1;1;1;1;7;2;8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7;7;7;7;6;8;5;8;7;9;7;6;7;7;6;8;6;6;7;8;7;0;0;0;1;9;1;8;2;3;1;1;1;3;13;2;2;1;1;1;2;3;3;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;7;0;0;0;0;3;0;"";"";2;1;24;2;15;1;1;0;0;1;6;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;1;21;1;1;1;6;2;2;0,15955;0,71087
3435;192;2;10;3;14;2;5;0;2;2;62;1;2;2;1;2;2;1;2;2;1;1;1;1;1;1;1;2;1;1;13;9;8;1;9;1;10;1;21;0;1;1;1;1;1;10;1;9;1;7;1;1;7;1;1;7;1;7;1;7;7;7;7;7;1;1;7;7;7;7;0;10;10;0;10;10;0;10;0;10;0;0;0;0;0;10;10;0;0;0;0;1;10;1;10;1;4;1;1;1;3;4;2;1;1;4;0;0;5;3;1;0;0;0;0;0;0;132;0;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;5;0;0;7;0;0;0;0;4;6;0;375;3;2;1;1;257;3;"";"";2;1;24;2;14;1;1;0;0;1;6;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;1;21;1;1;1;3;16;2;2,28945;0,83625
3435;219;3;2;50;0;3;1;0;2;1;53;1;2;2;2;2;2;1;2;2;1;1;1;2;1;1;1;2;2;46;1;75;75;46;998;1;10;1;21;0;4;1;1;1;1;8;2;7;1;1;1;1;7;1;1;1;1;1;1;1;1;1;7;7;1;1;1;7;7;7;5;10;7;0;7;7;6;7;5;7;6;7;7;0;0;8;10;9;0;0;0;1;10;7;0;1;4;1;1;1;3;7;2;3;1;1;1;4;3;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;5;0;"";"";2;1;24;2;18;3;1;0;0;1;6;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;1;21;1;1;1;5;4;2;0,62483;0,92015
3435;227;4;8;24;89;2;5;0;2;1;24;1;2;3;3;2;2;2;2;2;2;1;1;1;1;1;1;1;2;20;58;13;20;997;999;97;9;801;9998;0;6;1;1;1;1;4;4;3;2;1;1;1;7;1;1;1;1;7;1;1;1;1;7;1;1;1;1;1;7;1;6;5;3;0;3;4;4;5;0;5;4;5;2;0;4;5;6;4;4;0;3;1;6;1;6;3;3;1;8995;801;3;10;5;0;2;6;0;0;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;"";"";2;1;24;2;17;1;1;0;0;1;6;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;8995;9998;8995;8995;8995;6;13;2;0,65322;0,7303
3435;253;5;2;50;297;1;6;0;1;1;71;1;5;2;2;2;3;1;1;1;1;1;1;1;1;1;1;1;2;51;1;3;51;8;3;2;10;2;3;0;9;1;1;1;1;1;9;1;10;1;1;1;7;1;1;1;1;7;1;7;1;1;7;7;1;1;7;7;7;1;5;2;1;0;1;5;1;1;0;1;0;5;1;0;0;5;5;0;0;0;5;1;2;7;0;4;1;1;3;3;3;8;1;6;3;2;0;0;2;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;4;0;"";"";2;1;24;2;25;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";2;3;2;3;3;6;12;2;0,32412;0,60704
3435;269;6;1;23;0;3;4;0;2;1;55;1;2;2;2;4;4;2;2;2;1;1;1;2;2;1;2;2;2;8;1;80;8;997;998;97;10;3;9977;0;5;1;1;1;1;1;2;3;3;1;7;1;7;1;7;7;1;7;1;7;7;1;7;7;1;1;1;7;7;7;2;0;1;0;1;0;0;1;0;1;0;0;1;0;0;1;3;1;0;0;0;1;1;7;0;4;3;2;0;5;3;11;4;0;5;1;1;4;5;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";3;1;24;3;13;2;1;0;0;1;6;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;3;9977;3;0;9997;6;4;3;0,44236;1,02606
3435;296;7;4;7;0;3;3;0;2;2;33;2;4;4;2;2;2;2;2;2;2;1;1;2;2;2;1;1;2;996;51;997;65;18;998;1;10;1;2;0;2;1;1;1;1;5;5;5;5;7;7;7;7;1;7;7;7;7;7;7;1;1;7;7;7;1;7;7;7;1;0;0;0;0;5;0;0;0;0;0;0;5;5;0;0;0;5;0;0;0;5;1;6;1;5;3;3;1;1;1;3;5;3;6;1;7;0;0;5;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";2;1;24;2;19;1;1;0;0;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;2;1;1;1;5;14;2;2,3087;0,78662
3435;302;8;13;28;79;1;7;0;2;2;50;1;1;1;1;3;5;1;1;2;1;1;1;1;1;1;2;2;1;24;8;6;51;8;78;8;10;2;3;0;5;1;1;1;1;1;5;2;4;1;7;1;7;1;1;7;1;7;1;7;1;1;7;7;7;1;7;7;7;7;1;0;1;0;1;1;0;1;0;1;0;1;1;0;0;0;1;0;0;0;0;1;1;7;0;4;3;1;2;9997;3;11;2;1;1;1;1;3;3;11;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;9;0;0;0;0;9;1;"";"";2;1;24;2;19;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";2;3;2;2;2;6;3;6;0,52345;0,85241
3435;303;9;13;28;5;3;5;0;2;1;50;1;1;1;1;2;5;2;2;1;1;1;1;2;2;2;2;1;2;24;65;999;58;8;16;3;10;3;9997;0;10;1;1;1;1;1;4;1;10;1;1;1;7;1;1;1;1;7;1;7;1;1;7;7;1;1;1;7;7;1;1;1;1;0;1;1;1;1;0;1;0;1;1;0;0;1;1;1;0;0;1;1;1;7;0;4;3;1;3;3;3;11;2;2;5;1;1;1;3;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;"";"";2;1;24;2;19;1;1;0;0;1;6;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;3;9997;3;3;3;6;1;3;0,52193;1,11225
3435;312;10;13;28;79;1;7;0;1;2;60;1;2;2;2;2;4;1;2;2;1;1;1;2;1;1;2;2;2;8;6;51;8;42;999;97;0;1;2;0;2;1;1;1;1;5;6;4;1;7;7;7;7;1;1;7;7;7;1;7;7;7;7;7;1;1;7;7;7;7;0;0;0;0;5;6;0;0;0;7;0;0;0;0;0;8;9;0;0;0;0;1;10;7;0;3;3;1;1;9997;3;2;1;3;1;7;0;0;6;98;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;3;0;"";"";2;1;24;2;19;1;1;0;0;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;2;1;1;1;2;14;8;2,06651;0,92859
3435;314;11;10;3;0;3;3;0;2;1;44;1;5;5;4;4;5;2;1;1;1;1;2;2;1;1;1;1;2;52;8;18;18;77;10;3;10;9998;0;3;10;1;1;1;1;1;1;1;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;1;3;3;3;4;2;4;1;4;0;0;3;3;2;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;12;1;"";"";2;1;24;2;16;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9998;0;3;3;3;3;16;2;2,82318;1,06591
3435;332;12;9;8;0;3;4;0;2;1;68;1;2;2;2;3;2;1;2;1;1;1;1;1;1;1;2;1;2;13;997;999;6;997;999;1;10;1;9997;0;1;1;1;1;1;10;1;8;1;7;1;1;7;1;1;1;1;7;1;1;7;1;7;7;1;1;1;7;7;7;0;10;10;0;10;8;8;8;0;10;8;0;10;0;0;10;10;8;0;0;0;1;10;7;0;2;4;1;1;1;3;2;4;0;1;2;0;0;3;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;19;0;0;0;0;12;0;"";"";2;1;24;2;12;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;9997;1;1;1;2;12;4;1,98532;0,84315
3435;357;13;8;49;0;3;1;0;2;1;45;1;1;2;2;2;4;1;2;2;1;1;1;2;2;2;1;1;2;8;51;1;51;80;1;99;9;8995;2;0;5;1;1;1;1;1;2;1;1;1;7;1;7;1;1;1;1;7;1;7;1;1;7;7;1;1;7;7;7;7;3;0;1;0;1;4;3;1;0;2;0;5;1;0;0;6;8;0;0;0;0;1;5;7;0;4;3;1;1;1;3;9;5;0;2;1;1;2;5;12;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;1;0;"";"";2;1;24;2;19;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8995;2;8995;1;1;6;2;5;0,68919;1,12416
3435;374;14;10;46;250;1;6;0;2;2;64;1;2;2;1;2;4;1;2;1;1;1;1;2;1;2;2;2;2;13;1;16;9;22;6;97;10;9998;0;9997;8;1;1;1;1;5;4;4;1;7;7;7;7;1;7;7;1;7;1;7;7;7;7;7;7;1;7;7;7;7;0;0;0;0;4;0;0;2;0;2;0;0;0;0;0;0;1;0;0;0;0;1;6;7;0;3;4;1;1;1;3;9;4;0;2;1;1;2;4;4;2;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;30;0;0;2;0;24;0;"";"";2;1;24;2;14;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9998;0;9997;1;1;6;2;3;0,38467;0,79388
3435;390;15;10;12;0;3;1;0;2;2;78;1;9;1;1;3;4;1;1;2;1;2;1;2;1;1;2;2;2;58;51;18;12;6;999;3;10;3;2;0;8;1;1;1;1;1;7;1;9;7;7;7;7;1;7;7;1;7;1;7;7;7;7;7;1;1;7;7;7;7;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;5;0;0;0;0;7;0;7;0;4;3;1;2;2;3;4;1;5;1;7;0;0;6;12;2;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9;0;"";"";2;1;24;2;31;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";3;2;3;2;2;3;14;5;2,16496;1,54859
3435;439;16;9;17;0;3;2;0;1;2;39;1;5;3;3;1;5;1;2;2;1;1;1;1;1;1;1;2;1;50;18;35;35;18;16;2;0;2;3;0;10;1;1;7;1;1;10;0;10;7;7;1;7;7;1;7;1;7;7;7;7;7;1;7;7;1;7;7;7;7;0;0;98;0;0;98;0;5;0;0;0;0;0;98;0;0;98;0;0;0;0;7;0;7;0;4;1;2;0;2;3;5;2;2;5;1;3;5;1;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;7;0;"";"";2;1;24;2;18;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";2;3;2;0;9997;5;5;1;3,46523;1,41708
3435;484;17;12;27;0;3;3;0;2;1;35;1;1;4;4;4;4;1;2;2;2;2;1;2;2;1;2;2;2;51;77;21;8;65;25;1;0;9997;0;9997;99;1;1;1;1;7;1;5;1;7;7;1;7;1;1;1;1;7;1;7;1;7;7;7;7;1;7;7;1;7;0;0;3;0;3;3;3;3;0;3;0;3;0;0;0;0;3;0;0;3;0;1;6;7;0;2;4;2;0;9997;3;6;5;0;2;1;1;5;3;12;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;0;0;0;0;3;0;"";"";2;1;24;2;19;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9997;0;9997;0;9997;4;5;5;1,29608;0,95041
3435;490;18;18;51;1;1;4;0;1;2;52;1;1;1;1;2;2;1;2;1;2;1;1;2;2;2;2;1;2;18;1;8;997;999;999;99;10;1;9998;0;99;1;1;1;1;6;5;7;4;1;7;7;7;1;1;1;1;7;1;7;1;7;7;7;7;1;7;7;7;7;6;0;0;0;7;6;6;6;0;6;0;6;0;0;0;0;6;0;0;0;0;1;6;7;0;3;4;1;1;1;3;2;3;1;1;4;0;0;5;96;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;4;0;"";"";2;1;24;2;21;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;9998;1;1;1;2;16;6;2,16754;0,80297
3435;494;19;9;8;121;3;5;0;2;1;53;1;1;2;1;1;2;2;2;1;2;1;1;1;1;1;2;2;1;80;52;18;52;80;18;1;10;901;21;0;3;1;1;1;1;7;4;6;2;1;7;1;7;1;1;1;1;1;1;7;7;1;7;7;1;1;7;7;7;1;7;0;7;0;6;6;5;4;4;6;0;0;7;0;0;6;5;0;0;0;6;1;7;1;8;2;3;1;901;901;3;14;6;0;4;1;1;2;2;1;1;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;12;0;0;0;0;9;0;"";"";2;1;24;2;13;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";901;21;901;901;901;6;2;1;0,53539;0,72957
3435;518;20;1;29;0;3;4;0;2;2;47;1;1;1;1;2;3;2;2;2;1;1;1;1;1;1;2;2;2;13;8;7;8;7;46;1;10;1;21;0;3;1;1;1;1;6;3;6;1;1;1;1;7;1;1;1;1;7;1;1;7;1;7;1;1;1;7;7;7;7;98;7;6;0;7;6;7;6;0;7;7;0;6;0;98;6;8;0;0;0;0;1;7;1;7;2;4;1;1;1;3;10;4;0;1;1;1;3;1;3;1;0;0;0;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;8;0;0;0;0;5;0;"";"";2;1;24;2;19;1;1;0;0;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;21;1;1;1;6;3;2;0,5227;0,96534
3435;571;21;16;48;0;3;3;0;2;1;34;1;2;1;2;2;4;2;2;1;1;1;1;1;2;1;2;2;2;9;20;8;29;9;8;1;8;1;8995;0;3;1;1;1;1;6;3;5;1;1;7;1;7;1;7;7;1;7;7;7;7;7;7;7;1;7;1;7;7;7;5;0;6;0;6;0;0;4;0;0;0;0;0;0;0;5;0;5;0;0;0;7;0;7;0;3;4;1;1;1;3;7;5;0;1;1;1;2;3;12;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;8;0;"";"";2;1;24;2;15;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;8995;1;1;1;5;2;5;0,56793;1,04866
3435;573;22;15;31;0;3;3;0;1;2;65;1;1;4;3;4;5;1;2;2;1;1;1;2;1;1;2;2;9;8;24;6;8;6;29;2;0;9997;0;9997;10;1;1;1;1;1;4;3;1;7;7;1;7;1;7;7;1;7;1;7;7;7;7;7;1;1;7;7;7;7;0;0;4;0;5;0;0;4;0;4;0;0;0;0;0;5;4;0;0;0;0;1;2;7;0;3;3;1;1;1;3;6;2;1;3;2;0;0;6;3;2;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;17;0;0;0;0;8;0;"";"";2;1;24;2;18;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9997;0;9997;1;1;4;12;2;0,32486;0,77504
3435;587;23;1;41;0;3;3;0;2;2;49;1;1;1;1;2;3;1;2;2;1;1;1;1;2;1;1;2;2;80;58;75;80;6;998;4;10;21;8;0;1;1;1;1;1;6;1;8;1;1;1;1;7;1;1;1;1;7;1;7;1;1;7;1;1;1;7;7;7;1;5;7;7;0;8;6;8;8;0;8;0;6;8;0;8;8;6;0;0;0;8;1;7;7;0;2;4;1;21;21;3;9;6;0;1;1;3;1;3;3;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;7;0;"";"";2;1;24;2;16;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";21;8;21;21;21;6;1;2;0,57066;0,89269
3435;598;24;13;28;79;1;7;0;2;2;29;1;1;2;1;4;4;1;2;2;1;1;2;1;2;2;2;2;2;51;21;1;1;29;8;4;10;9998;0;1301;1;1;1;1;1;6;1;8;1;7;1;1;7;1;1;1;1;1;1;1;1;7;7;1;1;1;7;7;7;1;0;6;5;0;8;6;8;6;5;6;7;5;0;0;7;7;6;0;0;0;4;1;3;7;0;3;4;1;1;1301;3;7;6;0;2;1;1;4;5;96;1;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;12;0;0;0;0;7;0;"";"";2;1;24;2;24;3;1;0;0;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;9998;0;21;1;1;5;4;6;0,673;1,03071
3435;602;25;11;6;0;3;2;0;2;2;50;1;1;3;4;2;2;1;1;2;1;1;1;1;1;1;1;1;2;6;22;1;1;6;8;2;10;2;1;0;5;1;1;1;1;5;6;4;5;7;7;7;7;1;7;7;1;7;7;7;7;7;7;7;7;7;7;7;7;7;0;0;0;0;3;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;2;2;1;1;1;3;9;1;5;1;1;3;5;4;3;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;7;0;"";"";2;1;24;2;13;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";2;1;2;1;1;6;5;2;0,70573;1,18494
3435;667;26;15;31;0;3;3;0;1;1;59;1;5;4;4;4;5;2;2;1;1;2;2;2;2;1;2;2;1;50;1;11;1;50;51;2;8;2;9997;0;7;1;1;1;1;1;7;1;7;1;1;1;1;1;7;1;1;1;1;7;1;1;7;7;1;1;7;1;1;1;2;2;1;3;2;0;1;1;4;2;0;3;1;0;0;1;1;0;2;4;3;1;2;1;4;4;2;2;0;2;3;7;2;2;1;4;0;0;4;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";2;1;24;2;17;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";2;9997;2;0;9997;5;16;3;0,24603;0,88333
3435;707;27;9;25;0;3;3;0;1;2;52;1;1;1;1;2;2;1;1;1;2;1;1;1;2;1;1;1;2;58;80;16;80;16;58;97;10;9998;0;9999;1;1;1;1;1;4;1;4;1;1;1;1;7;1;1;1;1;1;1;7;7;7;7;7;7;1;1;7;7;1;4;4;4;0;4;4;4;2;2;4;0;0;0;0;0;0;4;4;0;0;4;1;4;7;0;2;3;1;901;8995;3;11;2;2;1;1;1;2;8;3;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;4;2;"";"";2;1;24;2;15;1;1;0;0;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;9998;0;9999;901;901;6;2;2;0,64005;0,845
3435;713;28;8;37;0;3;2;0;2;2;52;1;1;1;1;2;4;1;1;1;1;1;1;1;1;1;2;2;1;13;1;6;29;78;997;97;10;2;10;0;5;1;1;1;1;7;7;9;1;1;1;1;7;1;1;1;1;7;1;7;1;1;7;7;1;1;7;7;7;1;5;5;5;0;7;5;5;5;0;5;0;5;5;0;0;5;5;0;0;0;5;1;7;7;0;3;2;1;2;2;3;7;1;4;1;1;3;5;3;2;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;22;0;0;0;0;9;0;"";"";2;1;24;2;20;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";2;8995;2;2;2;5;5;1;0,72212;1,04524
3435;716;29;1;11;20;3;5;0;1;1;64;1;1;2;2;2;2;1;2;2;1;1;1;1;1;1;1;1;2;52;1;11;20;6;22;1;10;1;21;0;2;1;1;1;1;8;3;6;1;7;1;1;7;1;1;1;1;7;1;7;1;1;7;7;1;1;1;7;7;7;0;8;8;0;9;7;6;8;0;7;0;8;9;0;0;8;9;7;0;0;0;1;9;7;0;2;4;1;21;21;3;7;4;0;1;2;0;0;4;5;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;1;"";"";2;1;24;2;26;1;1;0;0;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;21;1;21;21;5;12;4;0,43525;0,87176
